253,283,249,475,220,474,222,284
216,281,79,413,55,391,193,259
189,248,0,246,0,213,189,216
192,208,56,64,80,41,217,186
225,183,227,0,260,0,255,182
264,187,407,51,430,76,288,209
289,218,477,224,476,256,291,251
286,260,418,402,396,423,262,282
